ntaname,prediction_time,prob_active_noise_next_2h,prob_active_complaints_next_2h,prob_high_traffic_volume_next_2h,prob_active_subway_ridership_next_2h,prob_active_subway_transfers_next_2h,crime_last_7d,crashes_last_7d,persons_injured_last_7d,pedestrians_injured_last_7d,cyclists_injured_last_7d,noise_last_24h,complaints_last_24h,subway_ridership_last_24h,traffic_volume_last_24h,temp_f,precip_prob,wind_mph,weather_main,hour,day_of_week,is_weekend,bluesky_noise_signal,bluesky_traffic_signal,bluesky_crowding_signal,bluesky_transit_signal,bluesky_event_signal,bluesky_safety_signal,bluesky_negative_signal,bluesky_post_count,nearby_events_count,nearby_event_titles,nearby_event_types,has_major_event,latitude,longitude
University Heights (South)-Morris Heights,2026-06-03 01:00:00,0.3143196648425023,0.1059896683918887,0.0,8.045574231535826e-05,0.0005358028758276,96.0,0.0,0.0,0.0,0.0,41.0,108.0,9832.0,0.0,64.26,0,3.51,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.85185248452287,-73.91612311290973
Upper East Side-Carnegie Hill,2026-06-03 01:00:00,0.1728139942059654,0.0844689683284349,0.0,0.1493490179235996,0.379867675191953,48.0,0.0,0.0,0.0,0.0,6.0,67.0,111744.0,0.0,64.94,0,4.94,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Of The Trees - Park Service, Yellowcard: The Up Up Down Down Tour, The Martinez Brothers - North America Tour 2026 with Wakyin",Music,1,40.77473091835498,-73.96117360535713
Upper East Side-Lenox Hill-Roosevelt Island,2026-06-03 01:00:00,0.2028272348301382,0.1255281057567303,0.0,8.045574231535826e-05,0.0009945274905787,33.0,0.0,0.0,0.0,0.0,16.0,48.0,34990.0,0.0,64.94,0,4.94,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Of The Trees - Park Service, Yellowcard: The Up Up Down Down Tour, The Martinez Brothers - North America Tour 2026 with Wakyin",Music,1,40.764967152109286,-73.95508662480131
Upper East Side-Yorkville,2026-06-03 01:00:00,0.1677831591958645,0.0967149794047917,0.0,8.045574231535826e-05,0.0005663608602183,36.0,0.0,0.0,0.0,0.0,12.0,55.0,19876.0,0.0,64.99,0,4.94,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.77732389008472,-73.94868372572525
Upper West Side (Central),2026-06-03 01:00:00,0.1811068652325178,0.2165627179392449,0.2614921531659022,0.0092121623501435,0.0452246032358548,59.0,0.0,0.0,0.0,0.0,15.0,58.0,43319.0,9801.0,65.1,0,4.83,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Little Shop of Horrors, Little Shop Of Horrors, Ragtime","Arts & Theatre, Music, Undefined",1,40.78770381524128,-73.975933846286
Upper West Side-Lincoln Square,2026-06-03 01:00:00,0.2918445713252335,0.1197408555117788,0.2637339444811845,0.0936181565590508,0.2299096369489285,67.0,0.0,0.0,0.0,0.0,37.0,79.0,95719.0,3858.0,65.17,0,4.83,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Ragtime, The Play That Goes Wrong, Just In Time","Arts & Theatre, Undefined",0,40.77484786471478,-73.98469447531794
Upper West Side-Manhattan Valley,2026-06-03 01:00:00,0.2885539982177431,0.1063353171419232,0.0,0.0001033601550465,0.0010112670457775,66.0,0.0,0.0,0.0,0.0,7.0,39.0,23263.0,0.0,64.65,0,4.29,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.79924688452989,-73.96730628946005
Van Cortlandt Park,2026-06-03 01:00:00,0.1436580874346007,0.053522514359189,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,63.57,0,3.22,Clouds,1,2,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,40.897046662558296,-73.88663126007815
Tottenville-Charleston,2026-06-03 01:00:00,0.1595040568991808,0.0691771925159089,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,62.44,0,5.68,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.52465540765123,-74.2354813568691
Wakefield-Woodlawn,2026-06-03 01:00:00,0.2272322457674216,0.1902052336510118,0.0032173831418096,0.0001033601550465,0.0010112670457775,83.0,0.0,0.0,0.0,0.0,20.0,81.0,4282.0,9596.0,63.7,0,3.0,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.89797364677823,-73.8539663696957
Washington Heights (South),2026-06-03 01:00:00,0.3474968699818384,0.2257454401326082,0.0,8.045574231535826e-05,0.0054415345444698,102.0,0.0,0.0,0.0,0.0,69.0,139.0,33323.0,0.0,64.49,0,3.89,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Elmo's Got the Moves, Myriam Hernandez - Tauro Usa Tour 2026, EL LAPIZ CONCIENTE","Arts & Theatre, Music, Sports",1,40.84090355544197,-73.94153583184716
West Farms,2026-06-03 01:00:00,0.1689543068756713,0.0977178683652337,0.2599421133067281,0.0003877999910367,0.0182154004559074,38.0,0.0,0.0,0.0,0.0,9.0,34.0,7918.0,2051.0,64.38,0,4.14,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.84125979687815,-73.87862815163798
West New Brighton-Silver Lake-Grymes Hill,2026-06-03 01:00:00,0.1701464039415803,0.1023999940075223,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,0.0,64.09,0,7.0,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Staten Island FerryHawks vs. Hagerstown Flying Boxcars, Staten Island FerryHawks vs. Long Island Ducks",Sports,1,40.628067645928994,-74.10130531823779
West Village,2026-06-03 01:00:00,0.1880977774974207,0.1044609583554702,0.0,0.0187675577165579,0.0325242204138445,42.0,0.0,0.0,0.0,0.0,17.0,40.0,46035.0,0.0,65.44,0,5.79,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,"KENREX: A True Crime Thriller, GIRL INTERRUPED, New Born","Undefined, Arts & Theatre, Music",1,40.73480989477716,-74.00589264478275
Westchester Square,2026-06-03 01:00:00,0.2010763674428884,0.066784311330284,0.0,8.045574231535826e-05,0.0005663608602183,24.0,0.0,0.0,0.0,0.0,1.0,11.0,9033.0,0.0,64.4,0,4.25,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.83768646389764,-73.84593976034047
Westerleigh-Castleton Corners,2026-06-03 01:00:00,0.1211243714868912,0.0660052233197438,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,63.95,0,7.0,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.61700100945802,-74.128796521516
Whitestone-Beechhurst,2026-06-03 01:00:00,0.1524324281981906,0.0653297103078272,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,0.0,63.81,0,5.19,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.78838004824189,-73.81088951025794
Williamsbridge-Olinville,2026-06-03 01:00:00,0.1998590427986316,0.1126010768024651,0.0,0.0001033601550465,0.0010112670457775,108.0,0.0,0.0,0.0,0.0,14.0,69.0,4968.0,0.0,63.75,0,3.22,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.881017429845755,-73.86072421230101
Williamsburg,2026-06-03 01:00:00,0.3832665464644994,0.2683255023710999,0.350947066318974,0.0103009550260429,0.02801011620506,56.0,0.0,0.0,0.0,0.0,76.0,138.0,43854.0,13579.0,65.12,0,6.6,Clouds,1,2,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10,"Tumua: Das' How Tour, VIP Bowling Lane Add On - Dustbowl Revival - Not a Concert Ticket, Dustbowl Revival & The Steel Wheels","Arts & Theatre, Miscellaneous, Music",1,40.7149148306692,-73.95862088895888
Windsor Terrace-South Slope,2026-06-03 01:00:00,0.1754402326331623,0.061034555045665,0.0,8.045574231535826e-05,0.0005358028758276,14.0,0.0,0.0,0.0,0.0,7.0,33.0,9975.0,0.0,64.76,0,7.63,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"Benefit Show: Patti LaBelle + Lady Wray + morernbplease, Royel Otis meet me in the car tour, Liz Phair & Sleater-Kinney: The Flannel and The Fury 2026",Music,1,40.65604508666491,-73.98002529546186
Woodhaven,2026-06-03 01:00:00,0.2683923153283209,0.1429701065602419,0.0,8.045574231535826e-05,0.0005663608602183,28.0,0.0,0.0,0.0,0.0,23.0,66.0,8696.0,0.0,64.45,0,6.6,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.69147565622431,-73.85741200533509
Woodlawn Cemetery,2026-06-03 01:00:00,0.1438930098597289,0.0534352820878299,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.57,0,3.22,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.88953781964025,-73.87258167586543
Washington Heights (North),2026-06-03 01:00:00,0.3337878288453115,0.1831995094213028,0.0,0.0001033601550465,0.0010112670457775,95.0,0.0,0.0,0.0,0.0,65.0,136.0,11070.0,0.0,64.26,0,3.38,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,"Elmo's Got the Moves, Myriam Hernandez - Tauro Usa Tour 2026, EL LAPIZ CONCIENTE","Arts & Theatre, Music",1,40.856474356683584,-73.93345168522376
Tompkinsville-Stapleton-Clifton-Fox Hills,2026-06-03 01:00:00,0.1520704028840955,0.0999358505192303,0.0,8.045574231535826e-05,0.0005663608602183,35.0,0.0,0.0,0.0,0.0,4.0,9.0,599.0,0.0,64.58,0,7.38,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Staten Island FerryHawks vs. Hagerstown Flying Boxcars, Staten Island FerryHawks vs. Long Island Ducks",Sports,1,40.62610518040315,-74.0788359255431
Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,2026-06-03 01:00:00,0.2526244540144141,0.1789256223894841,0.0963658283331276,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,29.0,0.0,26227.0,63.19,0,7.36,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.58965804083778,-74.12826322560767
Throgs Neck-Schuylerville,2026-06-03 01:00:00,0.1747816995805276,0.0880334668182459,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,5.0,49.0,0.0,0.0,64.76,0,4.38,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.82552959390224,-73.82060527436242
Rockaway Beach-Arverne-Edgemere,2026-06-03 01:00:00,0.2324147864720138,0.1094333937836383,0.0,8.045574231535826e-05,0.0005663608602183,55.0,0.0,0.0,0.0,0.0,10.0,32.0,3865.0,0.0,64.18,0,8.34,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.59156809751221,-73.79630635287961
Rosebank-Shore Acres-Park Hill,2026-06-03 01:00:00,0.1673291502694152,0.1185779489555374,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,8.0,34.0,0.0,0.0,64.4,0,7.76,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.611686089291744,-74.07276914707751
Rosedale,2026-06-03 01:00:00,0.1473434800723547,0.0865148352158235,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,62.29,0,6.96,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.659052554156744,-73.73565889864831
Sheepshead Bay-Manhattan Beach-Gerritsen Beach,2026-06-03 01:00:00,0.1456982809962394,0.1365714526547373,0.0,0.0001033601550465,0.0010112670457775,40.0,1.0,0.0,0.0,0.0,13.0,88.0,12592.0,0.0,64.83,0,8.63,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.588299516033125,-73.94150406333723
SoHo-Little Italy-Hudson Square,2026-06-03 01:00:00,0.2365612334187939,0.115596869707141,0.2403390559366738,0.0060178498938155,0.0295149604575306,78.0,0.0,0.0,0.0,0.0,11.0,42.0,75607.0,469.0,65.35,0,5.79,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"The Banksy Museum New York!, KENREX: A True Crime Thriller, GIRL INTERRUPED","Arts & Theatre, Undefined, Music",1,40.72353596421685,-74.00171904350478
Soundview Park,2026-06-03 01:00:00,0.1436580874346007,0.053014338832533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,64.54,0,4.14,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.816438667584215,-73.87125072608364
Soundview-Bruckner-Bronx River,2026-06-03 01:00:00,0.2181667001434261,0.0880514373734869,0.0998711590969217,8.045574231535826e-05,0.0005358028758276,116.0,0.0,0.0,0.0,0.0,32.0,75.0,9692.0,7932.0,64.49,0,4.14,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.8296155359813,-73.87321743243348
Soundview-Clason Point,2026-06-03 01:00:00,0.2655478092378751,0.1745995411952511,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,15.0,35.0,0.0,0.0,64.54,0,4.61,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.81610705757471,-73.85910422392892
South Jamaica,2026-06-03 01:00:00,0.1966326761701042,0.1055982523058053,0.0025243885499344,0.0,0.0,51.0,0.0,0.0,0.0,0.0,9.0,40.0,0.0,2601.0,63.05,0,6.42,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.694307068253714,-73.79172935129826
South Ozone Park,2026-06-03 01:00:00,0.3638328058379628,0.2407705551860617,0.0,0.0001335871401219,0.0008784528356341,73.0,0.0,0.0,0.0,0.0,49.0,161.0,8291.0,0.0,64.06,0,7.02,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.6762002859462,-73.81951967399499
South Richmond Hill,2026-06-03 01:00:00,0.1598659282372988,0.1065950608609947,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,64.09,0,7.02,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.69132870909496,-73.82486672561663
South Williamsburg,2026-06-03 01:00:00,0.2525100935376606,0.126179292638878,0.0,0.0001033601550465,0.0154411519901443,27.0,0.0,0.0,0.0,0.0,17.0,32.0,15126.0,0.0,65.08,0,6.6,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Emo Night Brooklyn ON A BOAT!, Earlybirds Club (21 and Over), Wallie The Sensei (18+ Event)","Music, Undefined",1,40.703242103470146,-73.95665892179814
Spring Creek Park,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.51,0,7.63,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.64982461223127,-73.8486956015938
Spring Creek-Starrett City,2026-06-03 01:00:00,0.1221118186287139,0.1688112577748125,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,64.67,0,7.7,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.65100729940572,-73.87639136945356
Springfield Gardens (North)-Rochdale Village,2026-06-03 01:00:00,0.1857527062955716,0.1304684120688892,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,62.74,0,6.89,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.673330946976336,-73.77205277878765
Springfield Gardens (South)-Brookville,2026-06-03 01:00:00,0.1835457268822504,0.1510559084768762,0.1404034553357905,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,6231.0,62.55,0,6.96,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.66016730415246,-73.76148129280828
St. Albans,2026-06-03 01:00:00,0.171238130063724,0.0926570680569906,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,62.51,0,6.42,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.69324025316088,-73.76222163959532
St. George-New Brighton,2026-06-03 01:00:00,0.1489011035789654,0.0876823792205813,0.0,0.0135747507673592,0.0714997756115955,46.0,0.0,0.0,0.0,0.0,5.0,15.0,6250.0,0.0,64.87,0,6.96,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Kinky Boots Movie Screening, Gaspare Randazzo, The 15th Annual Minty Awards","Film, Arts & Theatre, Sports",1,40.64218590799949,-74.08553311075681
St. John Cemetery,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.45,0,6.64,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"21st Anniversary of ""I'm Wide Awake..."" and ""Digital Ash..."", Southern Hospitality Tour: The Black Crowes and Whiskey Myers, Kes - Roots, Rock, Soca Tour",Music,1,40.71475426773305,-73.86662639248348
Stuyvesant Town-Peter Cooper Village,2026-06-03 01:00:00,0.1328061966893985,0.0515103113799482,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,65.14,0,5.93,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"CALVIN LECOMPTE, GIRL INTERRUPED, Austin Nasso","Music, Undefined, Arts & Theatre",1,40.73181419836849,-73.97658203937367
Sunnyside,2026-06-03 01:00:00,0.1528623922416931,0.1318423381361445,0.313570305903249,0.0001033601550465,0.0017582264515308,41.0,0.0,0.0,0.0,0.0,11.0,68.0,21964.0,1109.0,64.76,0,5.55,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.738418626602964,-73.92644430757301
Sunnyside Yards (North),2026-06-03 01:00:00,0.1388803004570843,0.0554017540571704,0.0,8.045574231535826e-05,0.0005358028758276,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2916.0,0.0,64.98,0,5.55,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Elefante (18+),Music,1,40.75191403665256,-73.91998383993672
Sunnyside Yards (South),2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.85,0,5.55,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Elefante (18+),Music,1,40.748665535475325,-73.92818207667966
Sunset Park (Central),2026-06-03 01:00:00,0.183984059138391,0.0836560738816293,0.0,8.045574231535826e-05,0.0005358028758276,30.0,0.0,0.0,0.0,0.0,11.0,37.0,9466.0,0.0,65.17,0,7.47,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Sammy Virji (18 and Over),Undefined,0,40.64239033570919,-74.00787928255133
Sunset Park (East)-Borough Park (West),2026-06-03 01:00:00,0.1758751811235176,0.1382873340785934,0.0,8.045574231535826e-05,0.0005358028758276,19.0,0.0,0.0,0.0,0.0,10.0,33.0,7642.0,0.0,65.23,0,7.47,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Sammy Virji (18 and Over),Undefined,0,40.640827228459855,-73.99938732383707
Sunset Park (West),2026-06-03 01:00:00,0.2804003876033817,0.2927274306093153,0.2223482861035136,8.045574231535826e-05,0.0052866584212474,72.0,0.0,0.0,0.0,0.0,13.0,91.0,24398.0,1747.0,65.23,0,7.47,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Sammy Virji (18 and Over),Undefined,0,40.65347211219747,-74.01011266702416
The Battery-Governors Island-Ellis Island-Liberty Island,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.17,0,6.38,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.69124433295654,-74.02072681937481
Ridgewood,2026-06-03 01:00:00,0.2483424329024884,0.1110296554441588,0.0,0.0001033601550465,0.0010112670457775,49.0,0.0,0.0,0.0,0.0,30.0,96.0,10769.0,0.0,64.71,0,6.64,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3,"Neoni, Sister Wife Sex Strike , Baby Bugs, Elliot Lee",Music,1,40.70567358109863,-73.90368897129234
Woodside,2026-06-03 01:00:00,0.1734526703630941,0.079705250176408,0.0,0.0001033601550465,0.0010112670457775,30.0,0.0,0.0,0.0,0.0,7.0,37.0,16963.0,0.0,64.78,0,5.55,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.74310519153166,-73.90141014467699
Kensington,2026-06-03 01:00:00,0.1371683644918913,0.1040256801952451,0.2113998709026996,0.0001033601550465,0.0010112670457775,17.0,0.0,0.0,0.0,0.0,6.0,66.0,10145.0,3746.0,64.96,0,8.12,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.64113614773151,-73.97605175192675
Jamaica Hills-Briarwood,2026-06-03 01:00:00,0.1484067812225475,0.1028012506964295,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,63.05,0,6.53,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,The Governors Ball Music Festival,Music,1,40.71188705889247,-73.80885602489337
Cambria Heights,2026-06-03 01:00:00,0.1567903154046158,0.0736153466682366,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,62.17,0,6.15,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.69434253461091,-73.73555303959209
Canarsie,2026-06-03 01:00:00,0.2752728536048487,0.1326225003502965,0.0,0.0004317303701407,0.0016308347228094,87.0,0.0,0.0,0.0,0.0,18.0,95.0,11895.0,0.0,64.8,0,7.76,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.63935391976895,-73.90146148865637
Canarsie Park & Pier,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.72,0,8.19,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.63003338864076,-73.88930739734677
Carroll Gardens-Cobble Hill-Gowanus-Red Hook,2026-06-03 01:00:00,0.2526077618908854,0.1810321891004566,0.3327992010676123,8.045574231535826e-05,0.0005663608602183,63.0,0.0,0.0,0.0,0.0,21.0,93.0,23823.0,6236.0,65.17,0,6.93,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"That's Messed Up LIVE!, Liza Treyger Presents Show and Tell, The Bell House Stand Up Showcase",Arts & Theatre,0,40.67812281700524,-74.00006508307055
Castle Hill-Unionport,2026-06-03 01:00:00,0.1729966642172727,0.0830630353458312,0.0,0.0001033601550465,0.0010112670457775,36.0,0.0,0.0,0.0,0.0,6.0,37.0,9209.0,0.0,64.4,0,4.25,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.82453229134121,-73.84869139825979
Central Park,2026-06-03 01:00:00,0.1791588189198167,0.0869058863617852,0.0901192284305935,0.0154188246720148,0.1664782354532068,16.0,0.0,0.0,0.0,0.0,2.0,17.0,43338.0,3102.0,65.16,0,4.83,Clouds,1,2,0,0.0,0.25,0.5,0.25,0.5,0.75,0.0,4.0,10,"Little Shop of Horrors, Little Shop Of Horrors, Madonna in Conversation + Film Premiere: Confessions II","Arts & Theatre, Music, Undefined",1,40.78247534175503,-73.96555762198852
Chelsea-Hudson Yards,2026-06-03 01:00:00,0.2479663294819555,0.1520721077192965,0.0,0.0751686751675552,0.0565573754359824,126.0,0.0,0.0,0.0,0.0,27.0,140.0,112661.0,0.0,65.19,0,5.23,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Schmigadoon!, Moulin Rouge, Six: The Musical","Arts & Theatre, Undefined",0,40.749383898368265,-74.00114923932612
Chinatown-Two Bridges,2026-06-03 01:00:00,0.2035961890328978,0.1342518473667939,0.3052726162453726,8.045574231535826e-05,0.0005663608602183,48.0,0.0,0.0,0.0,0.0,15.0,43.0,12729.0,8534.0,65.12,0,6.49,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Turnpike Troubadours, The Banksy Museum New York!, Kings & Constables | Homebase | Blindspot | Fallow Days","Music, Arts & Theatre",1,40.71285854781316,-73.99366353199929
Claremont Village-Claremont (East),2026-06-03 01:00:00,0.3494817814332301,0.1529042184495597,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,27.0,42.0,0.0,0.0,64.38,0,4.0,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.83757705258356,-73.90353522267513
Clinton Hill,2026-06-03 01:00:00,0.1438566903642404,0.1502173275517953,0.2850539040895893,8.045574231535826e-05,0.0005358028758276,18.0,0.0,0.0,0.0,0.0,6.0,64.0,14482.0,8164.0,64.99,0,7.09,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Trap Karaoke: Brooklyn, Carin Leon - De Sonora Para El Mundo Tour 2026, Lunar Sway by Nick Butler","Music, Film, Miscellaneous",1,40.68899906679617,-73.96446222175878
Co-op City,2026-06-03 01:00:00,0.1434674855496994,0.0859765743260131,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,63.45,0,3.4,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.87231400729901,-73.82627383908212
College Point,2026-06-03 01:00:00,0.1371404447947211,0.1396414805962852,0.3302727705811279,0.0,0.0,29.0,0.0,0.0,0.0,0.0,11.0,43.0,0.0,7634.0,64.51,0,5.14,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.782601349280895,-73.83988929907188
